Configuration,Run,Fitness,Evaluations,Runtime
GA_Tournament_OnePoint,17,0.05714285714285552,39787,61.5194206237793
GA_Tournament_OnePoint,14,0.05714285714285552,39975,62.881086111068726
GA_Tournament_OnePoint,27,0.05714285714285552,40063,62.61837387084961
GA_Tournament_OnePoint,12,0.05714285714285552,40013,63.07998871803284
GA_Tournament_OnePoint,28,0.05714285714285552,39973,62.896994829177856
GA_Tournament_OnePoint,8,0.05714285714285552,39933,64.11750364303589
GA_Tournament_OnePoint,19,0.05714285714285552,39853,64.99969959259033
GA_Tournament_OnePoint,25,0.10690449676496672,40063,67.08412909507751
GA_Tournament_OnePoint,21,0.05714285714285552,39905,67.40018153190613
GA_Tournament_OnePoint,29,0.05714285714285552,39869,75.21233630180359
GA_Ranking_Uniform,1,0.10690449676496672,991901,135.78195095062256
GA_Ranking_Uniform,2,0.05714285714285552,991285,146.47371768951416
GA_Ranking_Uniform,5,0.05714285714285552,991533,148.12286639213562
GA_Ranking_Uniform,6,0.05714285714285552,992321,150.36397743225098
GA_Ranking_Uniform,3,0.05714285714285552,991845,158.12765955924988
GA_Ranking_Uniform,9,0.05714285714285552,992053,150.05877828598022
GA_Ranking_Uniform,16,0.05714285714285552,991617,147.8324489593506
GA_Ranking_Uniform,18,0.05714285714285552,992211,147.41955375671387
GA_Ranking_Uniform,14,0.05714285714285552,991563,150.09702324867249
GA_Ranking_Uniform,20,0.05714285714285552,990711,146.64404606819153
GA_Ranking_Uniform,17,0.05714285714285552,992511,150.62274408340454
GA_Ranking_Uniform,4,0.05714285714285552,990769,156.28045988082886
GA_Ranking_Uniform,10,0.05714285714285552,992593,154.74887776374817
GA_Ranking_Uniform,28,0.05714285714285552,990947,145.11669373512268
GA_Ranking_Uniform,7,0.05714285714285552,990931,158.74937915802002
GA_Ranking_Uniform,11,0.05714285714285552,990847,157.16940712928772
GA_Ranking_Uniform,23,0.05714285714285552,991453,150.12484121322632
GA_Ranking_Uniform,12,0.10690449676496672,991911,157.88497066497803
GA_Ranking_Uniform,8,0.05714285714285552,991681,160.8008303642273
GA_Ranking_Uniform,25,0.05714285714285552,991687,151.06330227851868
GA_Ranking_Uniform,26,0.05714285714285552,991695,151.68101358413696
GA_Ranking_Uniform,27,0.05714285714285552,990791,152.58554697036743
GA_Ranking_Uniform,21,0.05714285714285552,991501,156.7825767993927
GA_Ranking_Uniform,24,0.05714285714285552,991213,154.62886261940002
GA_Boltzmann_TeamShift,1,0.3979539507766878,995881,150.19027495384216
GA_Ranking_Uniform,19,0.05714285714285552,991461,159.2086341381073
GA_Ranking_Uniform,22,0.05714285714285552,993095,157.55642175674438
GA_Ranking_Uniform,30,0.05714285714285552,991395,152.02182126045227
GA_Ranking_Uniform,13,0.05714285714285552,992645,167.29065322875977
GA_Ranking_Uniform,29,0.05714285714285552,992049,157.06147861480713
GA_Ranking_Uniform,15,0.05714285714285552,991815,167.04189085960388
GA_Boltzmann_TeamShift,2,0.3050593786294624,995889,167.22766494750977
GA_Hybrid,1,0.05714285714285552,24146,47.831764936447144
GA_Hybrid,3,0.05714285714285552,24096,49.93324160575867
GA_Hybrid,2,0.05714285714285552,24194,51.66090726852417
GA_Boltzmann_TeamShift,3,0.24578072191550127,995907,149.30596232414246
GA_Hybrid,4,0.05714285714285552,24132,44.823267698287964
GA_Boltzmann_TeamShift,4,0.37688302737922585,994637,157.87381958961487
GA_Hybrid,7,0.05714285714285552,24334,44.37706685066223
GA_Hybrid,5,0.05714285714285552,24030,55.910988330841064
GA_Hybrid,6,0.10690449676496672,24204,54.26047611236572
GA_Hybrid,9,0.05714285714285552,24602,51.65237760543823
GA_Hybrid,8,0.05714285714285552,24096,57.36017465591431
GA_Boltzmann_TeamShift,7,0.26186146828319395,995799,150.21997737884521
GA_Boltzmann_TeamShift,5,0.22857142857142845,995969,153.25714540481567
GA_Boltzmann_TeamShift,13,0.34285714285714447,995915,147.12617111206055
GA_Hybrid,10,0.05714285714285552,24070,48.77925944328308
GA_Boltzmann_TeamShift,8,0.22857142857142776,995831,152.41031980514526
GA_Boltzmann_TeamShift,19,0.27701027756664826,995069,144.3033480644226
GA_Boltzmann_TeamShift,9,0.22857142857142845,995725,152.54922080039978
GA_Boltzmann_TeamShift,16,0.3050593786294624,995835,147.7107412815094
GA_Boltzmann_TeamShift,12,0.4370588154508077,996005,152.67197275161743
GA_Boltzmann_TeamShift,10,0.41796396680936493,995957,155.24570155143738
GA_Boltzmann_TeamShift,14,0.35456210417116735,995707,153.54387545585632
GA_Boltzmann_TeamShift,6,0.20995626366712705,993365,159.02268362045288
GA_Boltzmann_TeamShift,22,0.330738197222578,995543,147.5378921031952
GA_Boltzmann_TeamShift,18,0.22857142857142845,995705,151.04090213775635
GA_Boltzmann_TeamShift,11,0.2457807219155049,995847,156.61003971099854
GA_Boltzmann_TeamShift,21,0.1895214165917356,995759,150.4993748664856
GA_Hybrid,11,0.05714285714285552,24056,47.023155212402344
GA_Boltzmann_TeamShift,23,0.22857142857142845,995655,151.64256405830383
GA_Boltzmann_TeamShift,20,0.30505937862946775,996101,154.48224306106567
GA_Boltzmann_TeamShift,30,0.44629998148038175,996107,152.03098559379578
GA_Hybrid,13,0.05714285714285552,24104,45.02842998504639
GA_Boltzmann_TeamShift,25,0.27701027756664826,995843,155.91774487495422
GA_Boltzmann_TeamShift,15,0.10690449676496672,995507,164.6407551765442
GA_Hybrid,12,0.05714285714285552,24128,47.76500678062439
GA_Boltzmann_TeamShift,26,0.31815796359028276,995963,155.8546690940857
GA_Boltzmann_TeamShift,17,0.4276179870598771,996149,163.42333960533142
GA_Boltzmann_TeamShift,27,0.4276179870598771,995967,158.07010650634766
GA_Boltzmann_TeamShift,29,0.2770102775666462,992729,159.07995343208313
GA_Boltzmann_TeamShift,24,0.24578072191550127,995273,161.4099326133728
GA_Boltzmann_TeamShift,28,0.3307381972225771,995955,160.4751603603363
GA_Hybrid,15,0.05714285714285552,24148,40.84052896499634
GA_Hybrid,14,0.05714285714285552,24326,45.45149326324463
GA_Hybrid,16,0.05714285714285552,24068,32.66796398162842
GA_Hybrid,22,0.05714285714285552,24270,29.640942096710205
GA_Hybrid,17,0.05714285714285552,24064,33.87386512756348
GA_Hybrid,26,0.05714285714285552,24198,26.174376487731934
GA_Hybrid,24,0.05714285714285552,24262,28.665097951889038
GA_Hybrid,23,0.05714285714285552,24322,31.983710527420044
GA_Hybrid,18,0.05714285714285552,24158,34.96126317977905
GA_Hybrid,21,0.05714285714285552,24292,34.018529653549194
GA_Hybrid,19,0.05714285714285552,24078,36.071006774902344
GA_Hybrid,20,0.05714285714285552,24182,36.69950890541077
GA_Hybrid,27,0.05714285714285552,24060,31.04820227622986
GA_Hybrid,25,0.10690449676496672,24134,32.274847984313965
GA_Hybrid,28,0.05714285714285552,24312,32.1163969039917
GA_Hybrid,30,0.05714285714285552,24202,31.90393900871277
GA_Hybrid,29,0.05714285714285552,24106,34.3915901184082
